"Serotype","r","delta","phi_1","A_1","A_2","C1","B","C2","Gc0","Gs0","prim_bite","sec_bite"
"DENV1",1.30905,3.15202,0.135944,1.00029,5.13335,2.05334,0.500147,1.00029,0.0806594,0.0879731,-4.80852,-5.58928
"DENV1",1.37926,3.15667,0.132002,0.923414,5.13335,2.05334,0.461707,0.923414,0.0972297,0.118171,-4.38337,-5.26557
"DENV1",1.40197,3.1742,0.13888,1.02667,5.13335,2.05334,0.477413,0.954827,0.311857,0.25,-5.17326,-5.286
"DENV1",1.50546,3.35194,0.139028,0.880611,5.13335,2.05334,0.440306,0.880611,0.239504,0.25,-5.30753,-5.03578
"DENV1",1.31137,3.0631,0.146533,1.02667,5.18166,2.07267,0.513335,1.02667,0.0543475,0.065554,-5.20949,-5.27641
"DENV1",1.62584,3.47727,0.139167,0.810867,5.13335,2.05334,0.405433,0.810867,0.05,0.0791492,-4.4068,-4.85986
"DENV1",1.25834,3.05105,0.1394,1.02667,5.19901,2.07961,0.513335,1.02667,0.0509909,0.0636902,-4.98331,-5.76621
"DENV1",1.27601,2.94536,0.142728,0.947254,5.13335,2.05334,0.473627,0.947254,0.0642507,0.0762093,-4.87155,-5.67791
"DENV1",1.57952,3.17958,0.131262,1.02644,4.03706,2.04444,0.407765,0.819726,0.262361,0.25,-4.97765,-4.91889
"DENV1",1.4364,3.27752,0.138041,0.919438,5.13335,2.05334,0.459719,0.919438,0.171118,0.178865,-5.73356,-5.19831
"DENV1",1.35687,3.21846,0.138577,0.982191,5.13335,2.05334,0.491095,0.982191,0.167107,0.162224,-4.63068,-5.42124
"DENV1",1.32694,3.14025,0.13356,1.02667,5.13335,2.05334,0.492465,0.98493,0.33958,0.25,-4.71718,-5.57805
"DENV1",1.21991,2.98723,0.135406,1.02667,5.18641,2.07456,0.513335,1.02667,0.0764013,0.0806907,-5.54268,-5.93827
"DENV1",1.85406,3.21503,0.0999974,1.02667,2.96058,1.81977,0.296058,0.592117,0.628004,0.25,-4.89941,-4.77501
"DENV1",1.42787,3.24116,0.139872,0.913794,5.13335,2.05334,0.456897,0.913794,0.0901712,0.103151,-5.0824,-5.23353
"DENV1",1.6458,3.44027,0.132378,0.739855,4.40468,2.05334,0.369927,0.739855,0.05,0.0820508,-4.67454,-5.00081
"DENV1",1.56837,3.41652,0.136059,0.828533,5.13335,2.05334,0.414267,0.828533,0.05,0.0779149,-4.45086,-5.01859
"DENV1",1.34039,3.16302,0.130647,0.930803,5.13335,2.05334,0.465402,0.930803,0.05,0.0696951,-4.62989,-5.68964
"DENV1",1.70158,2.95422,0.0966879,1.02667,2.85802,1.71745,0.285802,0.571605,0.589685,0.25,-4.67316,-5.47024
"DENV1",1.27452,3.07317,0.133471,0.978707,5.13335,2.05334,0.489354,0.978707,0.0636623,0.0754256,-4.88377,-5.83992
"DENV1",1.44822,3.23623,0.0836616,1.02667,3.77172,1.60284,0.377172,0.754345,0.571686,0.25,-4.95802,-5.72503
"DENV1",1.4569,3.26588,0.132724,0.84621,5.13335,2.05334,0.423105,0.84621,0.05,0.0746415,-5.1281,-5.47984
"DENV1",1.40869,3.27502,0.134441,0.942797,5.13335,2.05334,0.471399,0.942797,0.0600292,0.0782407,-4.6048,-5.25389
"DENV1",1.29115,3.10825,0.133894,0.990004,5.13335,2.05334,0.495002,0.990004,0.0919965,0.0975777,-5.48571,-5.68401
"DENV1",1.53296,3.1292,0.131059,1.02667,4.1648,2.05334,0.415688,0.831376,0.277963,0.25,-4.9396,-5.05833
"DENV1",1.6007,3.18259,0.129374,1.02667,4.60917,2.05334,0.399279,0.798558,0.0779761,0.106321,-5.19155,-5.04466
"DENV1",1.6458,3.51018,0.140628,0.82257,5.13335,2.05334,0.411285,0.82257,0.0795541,0.104292,-5.27925,-4.68075
"DENV1",1.55551,3.2185,0.138695,1.02667,5.13335,2.05334,0.428571,0.857142,0.245531,0.25,-5.41135,-5.03768
"DENV1",1.26723,3.06951,0.135245,1.01103,5.13335,2.05334,0.505514,1.01103,0.0853517,0.0912005,-5.04808,-5.71486
"DENV1",1.25521,2.99882,0.144811,1.02667,5.14368,2.05747,0.513335,1.02667,0.0699065,0.0717802,-5.68859,-5.68186
"DENV1",1.30595,3.1706,0.137216,1.0177,5.13335,2.05334,0.508848,1.0177,0.05,0.0638716,-4.58389,-5.68348
"DENV1",1.42146,3.14804,0.135308,1.02667,5.13335,2.05334,0.459042,0.918084,0.280933,0.25,-5.25385,-5.38726
"DENV1",1.38622,3.12333,0.135083,1.02667,5.13335,2.05334,0.467067,0.934134,0.293131,0.25,-5.17346,-5.48189
"DENV1",1.31116,3.09796,0.132539,0.991045,5.13335,2.05334,0.480613,0.961225,0.291702,0.25,-5.31394,-5.74064
"DENV1",1.14172,2.88566,0.102694,0.880591,5.19797,2.07919,0.440295,0.880591,0.05,0.0639665,-5.56702,-5.54128
"DENV1",1.47991,2.78132,0.0823619,0.993325,3.39782,2.07919,0.307109,0.614219,0.05,0.108503,-4.97764,-4.83933
"DENV1",1.22159,3.09889,0.0833708,0.766703,5.19797,1.87057,0.383352,0.766703,0.05,0.0798722,-5.31819,-5.43849
"DENV1",1.20304,3.00902,0.110578,0.950345,5.19797,2.07919,0.475173,0.950345,0.05,0.0652083,-5.35367,-4.78247
"DENV1",1.15881,2.91784,0.102192,0.880713,5.19797,2.07919,0.440356,0.880713,0.05,0.0712124,-5.28826,-5.36498
"DENV1",1.18698,3.0033,0.111871,0.971341,5.19797,2.07919,0.48567,0.971341,0.05,0.0584817,-5.6594,-4.96942
"DENV1",1.19943,3.01218,0.0922551,0.845735,5.19797,2.07919,0.422868,0.845735,0.05,0.0757001,-5.47235,-5.13662
"DENV1",1.07374,2.87183,0.101936,1.01277,5.19797,2.07919,0.506386,1.01277,0.0534741,0.0653761,-5.6245,-5.39606
"DENV1",1.29133,2.72861,0.0726343,0.77666,2.51722,2.01434,0.328086,0.545639,0.999513,0.129398,-4.62952,-5.15325
"DENV1",1.19442,3.02924,0.10708,0.976838,5.19797,2.07919,0.488419,0.976838,0.0648164,0.0757149,-5.89026,-4.66003
"DENV1",1.12852,2.92323,0.0976628,0.927439,5.19797,2.07919,0.463719,0.927439,0.0522543,0.0689158,-5.9121,-5.29256
"DENV1",1.22634,3.0039,0.0978609,0.820017,5.19797,2.07919,0.410008,0.820017,0.05,0.0760705,-5.16927,-5.1958
"DENV1",1.12939,2.9158,0.120014,1.02175,5.19797,2.07919,0.510874,1.02175,0.05,0.0622806,-4.14239,-5.25127
"DENV1",1.14486,2.92707,0.105849,0.942651,5.19797,2.07919,0.471326,0.942651,0.05,0.0682714,-5.22535,-5.22696
"DENV1",1.11392,2.85068,0.101554,0.89276,5.19797,2.07919,0.44638,0.89276,0.0916047,0.104732,-4.23689,-5.59878
"DENV1",1.26643,3.06076,0.112755,0.886013,5.19797,2.07919,0.443006,0.886013,0.05,0.0730727,-4.68489,-4.68462
"DENV1",1.49085,2.9308,0.0964236,1.03959,4.98773,2.07919,0.350919,0.701839,0.0528556,0.0929009,-5.53447,-4.60959
"DENV1",1.2129,3.00915,0.0937196,0.825057,5.19796,2.07919,0.412538,0.825147,0.0563834,0.0812986,-5.60742,-5.19836
"DENV1",1.20806,2.91704,0.0971209,0.789633,4.16456,2.07919,0.394817,0.789633,1,0.190319,-4.50854,-5.09198
"DENV1",1.21507,3.03313,0.098995,0.888272,5.19797,2.07919,0.444136,0.888272,0.0510751,0.076694,-5.36186,-4.84006
"DENV1",1.22556,2.6875,0.0829932,1.03959,4.38995,2.07919,0.380629,0.761257,0.942241,0.214662,-4.81536,-5.51689
"DENV1",1.20977,2.90507,0.103928,1.03959,5.19797,2.07919,0.460335,0.920669,0.271573,0.25,-5.88464,-4.8849
"DENV1",1.08729,2.86501,0.101902,0.974005,5.19797,2.07919,0.487006,0.97401,0.124061,0.133231,-4.04634,-5.42221
"DENV1",1.58514,2.93489,0.0907084,1.03959,4.11188,2.07919,0.318447,0.636894,0.136831,0.197359,-5.19168,-4.32906
"DENV1",1.25065,3.03361,0.101651,0.829557,5.19797,2.07919,0.414778,0.829557,0.05,0.0758324,-4.77429,-4.97597
"DENV1",1.52868,2.70883,0.0642501,1.03959,2.59588,1.87851,0.292966,0.427358,0.867949,0.208506,-5.21596,-4.65097
"DENV1",1.56343,2.7208,0.0669587,1.03959,2.58674,1.98336,0.258674,0.517348,0.789713,0.18158,-5.27375,-4.84261
"DENV1",1.17903,2.94772,0.100361,0.866605,5.19797,2.07919,0.433302,0.866605,0.05,0.0661604,-5.56914,-5.26653
"DENV1",1.1784,3.01387,0.114775,1.03959,5.2878,2.11512,0.519797,1.03959,0.0508241,0.0568843,-5.61926,-4.69945
"DENV1",1.25842,3.04865,0.110979,0.880356,5.19797,2.07919,0.440178,0.880356,0.05,0.0729715,-5.02263,-4.73918
"DENV1",1.42541,3.24143,0.0887381,0.673348,5.19797,2.07919,0.336674,0.673348,0.05,0.088926,-4.91855,-5.8589
"DENV1",1.71432,2.8693,0.0731519,1.03959,2.6663,2.07919,0.254016,0.508032,0.05,0.117707,-5.33408,-4.28164
"DENV1",1.27344,3.06758,0.112552,0.884957,5.19797,2.07919,0.442479,0.884957,0.05,0.0761886,-4.23717,-4.59467
"DENV1",1.42276,3.24541,0.101338,0.743136,5.19797,2.07919,0.371568,0.743137,0.0971892,0.129413,-5.20104,-4.48233
"DENV1",1.07631,2.87218,0.106651,1.01361,5.19797,2.07919,0.506804,1.01361,0.05,0.0598227,-5.66359,-5.64192
"DENV1",1.1099,2.93266,0.113835,1.03342,5.19797,2.07919,0.516708,1.03342,0.05,0.0585975,-5.223,-5.508
"DENV1",1.07967,2.84943,0.101364,0.968744,5.19797,2.07919,0.484372,0.968744,0.0611991,0.073675,-6.12331,-5.50844
"DENV1",1.28046,3.07272,0.0976661,0.791976,5.19797,2.07919,0.395988,0.791976,0.05,0.0787887,-4.82175,-5.01861
"DENV1",1.21687,3.04466,0.112621,0.982582,5.19797,2.07919,0.491291,0.982582,0.0647287,0.0740033,-5.74545,-4.50518
"DENV1",1.21705,2.72476,0.0880642,0.912474,3.95176,2.07918,0.374581,0.747194,0.999609,0.173746,-4.98832,-5.50283
"DENV1",1.27654,2.9472,0.095684,0.889857,5.19797,2.07919,0.395808,0.791616,0.114605,0.143011,-4.82625,-5.14246
"DENV1",1.11927,2.86413,0.102299,0.904082,5.19797,2.07919,0.452041,0.904082,0.05,0.0686527,-5.38722,-5.53215
"DENV1",1.08472,2.81704,0.102433,0.921112,5.19797,2.07919,0.460556,0.921112,0.05,0.0693587,-4.88774,-5.73397
"DENV1",1.14015,2.91306,0.109818,0.95633,5.19797,2.07919,0.478165,0.95633,0.05,0.0624937,-5.62164,-5.26861
"DENV1",1.14662,3.01017,0.111158,1.03959,5.20186,2.08074,0.519797,1.03959,0.05,0.0583248,-5.71442,-5.11351
"DENV1",1.19066,2.94648,0.0994001,0.833264,5.19797,2.07919,0.416632,0.833264,0.05,0.0726155,-5.55664,-5.39989
"DENV1",1.31507,3.11509,0.106488,0.827508,5.19797,2.07919,0.413754,0.827508,0.05,0.0789492,-4.58312,-4.5818
"DENV1",1.19087,2.92382,0.0868189,0.769526,4.01109,2.07919,0.384763,0.769526,1,0.199926,-4.25763,-5.29587
"DENV1",1.11151,2.97176,0.1056,1.03959,5.19797,2.07919,0.519267,1.03853,0.321998,0.25,-5.79183,-5.04728
"DENV1",1.17431,2.94735,0.0986911,0.863503,5.19797,2.07919,0.431752,0.863503,1,0.244735,-4.32812,-5.23276
"DENV1",1.1927,2.99057,0.114529,0.96013,5.19797,2.07919,0.480065,0.96013,0.05,0.0677475,-4.51,-4.90313
"DENV1",1.05248,2.793,0.107001,0.992772,5.19796,2.07919,0.496384,0.992768,0.0780879,0.0860723,-5.23811,-5.68624
"DENV1",1.18909,2.95793,0.097434,0.838292,5.19797,2.07919,0.419146,0.838292,0.05,0.0746956,-5.27055,-5.34261
"DENV1",1.09393,2.83702,0.103866,0.931754,5.19797,2.07919,0.465877,0.931754,0.05,0.0674412,-5.25331,-5.64063
"DENV1",1.21456,3.01557,0.117757,0.954177,5.19797,2.07919,0.477088,0.954177,0.05,0.0691721,-4.20973,-4.85171
"DENV1",1.18628,3.05121,0.110576,1.03962,5.26499,2.106,0.519797,1.03959,0.0728702,0.0811885,-5.74088,-4.53708
"DENV1",1.21721,3.07865,0.110555,1.03959,5.19797,2.07919,0.504743,1.00949,0.315965,0.25,-5.4613,-4.45524
"DENV1",1.05454,2.84013,0.0890171,1.03959,4.93649,2.07919,0.493649,0.987297,0.718019,0.25,-4.49253,-5.61513
"DENV1",1.1542,3.0372,0.102622,1.04697,5.23825,2.0958,0.519865,1.03962,0.361166,0.243621,-5.56909,-4.72199
"DENV1",1.07465,2.88178,0.103282,1.03959,5.19797,2.07919,0.512102,1.0242,0.317515,0.25,-5.8447,-5.36445
"DENV1",1.20958,2.85516,0.0954856,0.893295,5.19797,2.07919,0.401155,0.802311,0.101965,0.124361,-4.85581,-5.59288
"DENV1",1.05576,2.83232,0.104084,1.03959,5.39279,2.15712,0.519797,1.03959,0.0576478,0.0653532,-5.78152,-5.4978
"DENV1",1.08179,2.84911,0.105252,0.969077,5.19797,2.07919,0.484539,0.969077,0.05,0.0620357,-5.30685,-5.76161
"DENV1",1.03169,2.77107,0.113802,1.03959,5.27615,2.11046,0.519797,1.03959,0.05,0.0581938,-5.35364,-5.98713
"DENV1",1.11432,2.95009,0.109196,1.03832,5.19797,2.07919,0.519159,1.03832,0.05,0.055091,-5.65463,-5.29532
"DENV1",1.45595,2.83828,0.0844282,1.03959,4.02623,2.07919,0.334062,0.668124,0.05,0.0997288,-5.90855,-4.66243
"DENV1",1.12313,2.94466,0.114816,1.03959,5.27459,2.10984,0.519797,1.03959,0.05,0.0606664,-5.1819,-5.3324
"DENV1",1.0742,2.87426,0.103655,1.02639,5.19797,2.07919,0.513194,1.02639,0.0638645,0.0745561,-5.77962,-5.34084
"DENV1",1.24444,3.02645,0.098061,0.81049,5.19797,2.07919,0.405245,0.81049,0.05,0.0745394,-5.5371,-5.1467
"DENV1",1.08264,2.90846,0.105591,1.03959,5.20505,2.08202,0.519797,1.03959,0.0500363,0.0597332,-5.58217,-5.44909
"DENV1",1.25286,2.9265,0.0952759,0.889007,5.19797,2.07919,0.39955,0.799101,0.05,0.080221,-4.68158,-5.27084
"DENV1",1.09103,2.88753,0.10617,1.00454,5.19797,2.07919,0.502269,1.00454,0.05,0.0641767,-5.97117,-5.45912
"DENV1",1.52379,3.01886,0.0936862,1.03959,5.06673,2.07919,0.355135,0.710269,0.05,0.0968131,-5.26579,-4.27402
"DENV1",1.07658,2.87698,0.101599,0.996638,5.19797,2.07919,0.498319,0.996638,0.05,0.0637958,-5.3532,-5.57818
"DENV1",1.04367,2.82346,0.109803,1.03959,5.2476,2.09904,0.519797,1.03959,0.05,0.0605223,-5.77781,-5.94811
"DENV1",1.17934,2.97279,0.108963,0.940756,5.19797,2.07919,0.470378,0.940756,0.05,0.0650415,-5.67065,-5.03356
"DENV1",1.09954,2.88749,0.111418,1.01129,5.19797,2.07919,0.505645,1.01129,0.0500002,0.0656615,-4.42052,-5.46667
"DENV1",1.09712,2.88463,0.100322,0.966535,5.19797,2.07919,0.483267,0.966535,0.0956814,0.106163,-4.89112,-5.36914
"DENV1",1.14577,2.92913,0.103667,0.935863,5.19797,2.07919,0.467926,0.935851,0.0500001,0.0704232,-5.76698,-5.16533
"DENV1",1.12362,2.91314,0.117074,1.01595,5.19797,2.07919,0.507977,1.01595,0.05,0.0634544,-4.95256,-5.28641
"DENV1",1.10314,2.88484,0.105102,0.965379,5.19797,2.07919,0.48269,0.965379,0.05,0.0635974,-5.09254,-5.5962
"DENV1",1.36779,3.17096,0.105236,0.782959,5.19797,2.07919,0.39148,0.782959,0.05,0.0803232,-4.40975,-4.54507
"DENV1",1.09619,2.91306,0.10567,1.00978,5.19797,2.07919,0.504891,1.00978,0.05,0.0615368,-5.10763,-5.5207
"DENV1",1.09846,2.93506,0.113589,1.03883,5.19797,2.07919,0.519414,1.03883,0.0500002,0.0579579,-5.04599,-5.78057
"DENV1",1.21027,2.98595,0.0970927,0.825091,5.19797,2.07919,0.412545,0.825091,0.05,0.0755265,-5.15568,-5.27876
"DENV1",1.1986,2.99267,0.0947879,0.841814,5.19797,2.07919,0.420907,0.841814,0.05,0.0759959,-5.57353,-5.20937
"DENV1",1.06473,2.87453,0.099336,1.01639,5.19797,2.07919,0.508195,1.01639,0.050374,0.0637237,-6.09301,-5.45328
"DENV1",1.05267,2.84666,0.101699,1.00133,5.19795,2.07918,0.500666,1.00133,0.0500002,0.0601296,-5.23184,-5.93085
"DENV1",1.47915,3.37606,0.0618146,0.507935,2.55474,1.65659,0.253969,0.507936,0.05,0.0988169,-5.52649,-4.7992
"DENV1",1.01731,2.76768,0.105758,1.03284,5.19797,2.07919,0.516419,1.03284,0.0930127,0.0964285,-4.48747,-5.82915
"DENV1",1.07509,2.86693,0.103311,1.00029,5.19797,2.07919,0.500147,1.00029,0.05,0.0656828,-5.20714,-5.56141
"DENV1",1.09247,2.87608,0.0949766,0.923414,5.19797,2.07919,0.461707,0.923414,0.0953248,0.104011,-5.63586,-5.58875
"DENV1",1.20686,3.00224,0.116982,0.954827,5.19797,2.07919,0.477413,0.954827,0.05,0.0688576,-4.72938,-4.84972
"DENV1",1.12479,2.89236,0.0957501,0.880611,5.19797,2.07919,0.440306,0.880611,0.05,0.0737942,-5.69988,-5.58558
"DENV1",1.1329,2.95618,0.109578,1.03633,5.19797,2.07919,0.518167,1.03633,0.0602938,0.0691849,-6.0584,-4.88541
"DENV1",1.25192,3.04126,0.0976379,0.810867,5.19797,2.07919,0.405433,0.810867,0.10359,0.126866,-4.54733,-5.04331
"DENV1",1.08254,2.89358,0.113192,1.03959,5.19901,2.07961,0.519797,1.03959,0.05,0.0619611,-4.97088,-5.69966
"DENV1",1.135,2.91675,0.103032,0.947254,5.19797,2.07919,0.473627,0.947254,0.090052,0.0982388,-5.75563,-5.1296
"DENV1",1.24885,3.04077,0.0957544,0.804131,5.19797,2.07919,0.402066,0.804131,0.0527737,0.080164,-5.51079,-5.11187
"DENV1",1.07829,2.80878,0.102059,0.919438,5.19797,2.07919,0.459719,0.919438,0.05,0.0656395,-5.41297,-5.83553
"DENV1",1.06386,2.81901,0.106666,0.982191,5.19797,2.07919,0.491095,0.982191,0.05,0.0657325,-4.81515,-5.79665
"DENV1",1.21897,3.0523,0.11649,0.98493,5.19797,2.07919,0.492465,0.98493,0.05,0.0733277,-4.63736,-4.64302
"DENV1",1.16786,3.01448,0.118236,1.03728,5.19797,2.07919,0.518641,1.03728,0.0962841,0.0897021,-5.24196,-4.80725
"DENV1",1.03357,2.87842,0.0793439,0.592117,2.96058,2.07919,0.428828,0.592117,1,0.189325,-4.51618,-5.35813
"DENV1",1.2833,2.99897,0.108169,1.03959,5.19797,2.07919,0.456897,0.913794,0.292786,0.25,-5.71228,-4.46185
"DENV1",1.44949,3.27671,0.103098,0.739855,5.19797,2.07919,0.369927,0.739855,0.05,0.0848198,-4.90374,-4.39158
"DENV1",1.24719,3.02981,0.101413,0.828533,5.19797,2.07919,0.414267,0.828533,0.05,0.0751783,-5.57761,-5.03153
"DENV1",1.10162,2.85142,0.104156,0.930803,5.19797,2.07919,0.465402,0.930803,0.05,0.0676429,-5.12267,-5.62346
"DENV1",1.53674,2.95626,0.0802204,0.795725,2.85802,2.07919,0.285802,0.571605,0.05,0.107483,-4.68221,-4.64663
"DENV1",1.07752,2.84848,0.102997,0.978707,5.19797,2.07919,0.489354,0.978707,0.05,0.0646683,-5.53286,-5.54871
"DENV1",1.42223,3.11697,0.0958618,0.8771,5.19797,2.07919,0.377172,0.754345,0.05,0.0909336,-5.66946,-4.46653
"DENV1",1.14736,2.91364,0.0927096,0.84621,4.98928,2.07919,0.423105,0.84621,1,0.242801,-4.24699,-5.4771
"DENV1",1.08506,2.83104,0.104845,0.942797,5.19797,2.07919,0.471399,0.942797,0.05,0.0631148,-5.14542,-5.76749
"DENV1",1.09095,2.86569,0.106886,0.990004,5.19797,2.07919,0.495002,0.990004,0.05,0.0609025,-5.39808,-5.47551
"DENV1",1.2824,3.07296,0.104998,0.831376,5.19797,2.07919,0.415688,0.831376,0.05,0.076415,-4.42499,-4.78239
"DENV1",1.27322,3.04017,0.0952404,0.826841,5.19797,2.07919,0.399279,0.798558,0.0569945,0.0820035,-5.68359,-5.01501
"DENV1",1.27346,3.07089,0.100442,0.82257,5.19797,2.07919,0.411285,0.82257,0.0566594,0.0933426,-5.46924,-4.81857
"DENV1",1.1894,2.96508,0.09955,0.857142,5.19797,2.07919,0.428571,0.857142,0.05,0.0732663,-5.36823,-5.27139
"DENV1",1.16775,3.03112,0.104823,1.01103,5.19797,2.07919,0.505514,1.01103,0.109297,0.117139,-6.07042,-4.7263
"DENV1",1.2459,3.13481,0.115028,1.02874,5.19797,2.07919,0.514368,1.02874,0.0634826,0.0710285,-5.57614,-4.24447
"DENV1",1.07487,2.85385,0.110804,1.0177,5.19797,2.07919,0.508848,1.0177,0.0500001,0.0621211,-5.31784,-5.64523
"DENV1",1.13457,2.89367,0.105417,0.918084,5.19797,2.07919,0.459042,0.918084,0.05,0.0683508,-5.37941,-5.44177
"DENV1",1.19747,2.97317,0.115394,0.934134,5.19797,2.07919,0.467067,0.934134,0.05,0.0694445,-4.26173,-4.961
"DENV1",1.07833,2.82021,0.106185,0.961225,5.19797,2.07919,0.480613,0.961225,0.05,0.0648335,-5.06342,-5.64386
"DENV1",1.33987,3.17751,0.12439,0.913361,4.95827,1.98331,0.440295,0.880591,0.0847882,0.0942895,-5.50168,-4.56323
"DENV1",1.38552,3.1896,0.0886069,0.806198,3.07109,1.98324,0.365482,0.728186,0.831604,0.19222,-4.4945,-4.48956
"DENV1",1.25381,2.98734,0.0767895,0.991653,3.83352,1.93661,0.383352,0.766703,0.703922,0.239313,-4.0902,-5.38356
"DENV1",1.30143,3.21571,0.120932,0.991651,4.95827,1.98331,0.475173,0.950345,0.254129,0.202605,-5.65314,-4.54149
"DENV1",1.25942,3.08113,0.104698,0.991653,4.40356,1.98331,0.440356,0.90159,0.321576,0.25,-6.08247,-4.95527
"DENV1",1.27164,3.13673,0.130196,0.971341,4.95827,1.98331,0.48567,0.971341,0.0669433,0.0724129,-5.86673,-4.48663
"DENV1",1.37407,3.23116,0.102399,0.983866,4.95827,1.98331,0.422868,0.845735,0.05,0.0786728,-4.99098,-4.48845
"DENV1",1.14383,3.11192,0.102702,0.991653,5.06386,2.02554,0.495827,0.991653,0.0966489,0.0965064,-5.62695,-5.25063
"DENV1",1.61153,3.87623,0.0545188,0.503451,2.51722,1.35386,0.252283,0.511462,1,0.144098,-5.01856,-4.40776
"DENV1",1.26992,3.14539,0.127413,0.976838,4.95827,1.98331,0.488419,0.976838,0.0749081,0.0797187,-5.55595,-4.44009
"DENV1",1.34697,3.24719,0.131398,0.927439,4.95827,1.98331,0.463719,0.927439,0.107361,0.106549,-5.16271,-4.29931
"DENV1",1.36591,3.18131,0.0969963,0.991652,4.68403,1.98331,0.410042,0.82555,0.763735,0.249691,-4.66375,-4.60066
"DENV1",1.15163,3.1042,0.104838,1.0133,5.08845,2.03972,0.495831,0.991803,0.325849,0.230901,-5.57756,-5.33471
"DENV1",1.29939,3.23105,0.11563,0.991653,4.95826,1.9833,0.471326,0.942651,0.300556,0.233697,-5.11239,-4.58368
"DENV1",1.19392,3.13986,0.0873439,0.991653,4.4638,1.92852,0.44638,0.89276,0.631626,0.25,-5.36439,-5.34255
"DENV1",1.2102,3.09614,0.0913037,0.991653,4.43006,1.98331,0.443006,0.886013,0.643309,0.25,-4.5808,-5.22812
"DENV1",1.25954,2.9378,0.0648368,0.991653,3.79652,1.98331,0.350919,0.701839,0.700253,0.25,-5.70098,-5.61701
"DENV1",1.46149,3.35231,0.104589,0.954679,4.95827,1.98331,0.412527,0.825054,0.100225,0.118736,-5.26648,-4.10584
"DENV1",1.43287,3.20038,0.0969267,0.991653,4.20778,1.98331,0.394817,0.789633,0.782037,0.25,-5.30733,-4.3254
"DENV1",1.22664,3.1693,0.0944818,0.991642,4.44136,1.80233,0.444143,0.899392,0.361235,0.249872,-5.17072,-5.21564
"DENV1",1.42392,3.14312,0.0919938,0.991653,4.05469,1.98331,0.380629,0.761258,0.739648,0.239871,-4.50894,-4.468
"DENV1",1.31233,3.27848,0.115184,0.920669,4.95827,1.98331,0.460335,0.920669,0.141715,0.140861,-5.21902,-4.47363
"DENV1",1.21839,3.17033,0.112634,0.991516,4.90518,1.9833,0.48721,0.974019,0.560589,0.249598,-4.54452,-4.92408
"DENV1",1.35526,3.25629,0.0909943,0.754893,3.18448,1.95714,0.37308,0.752801,0.999999,0.135764,-4.53477,-4.52833
"DENV1",1.34351,3.21134,0.0944563,0.971265,4.95826,1.9833,0.414779,0.829733,0.0615108,0.087829,-5.42445,-4.67787
"DENV1",1.69849,3.39604,0.0942812,0.649012,3.35565,1.8273,0.317046,0.453123,0.0500002,0.142871,-5.06898,-4.95265
"DENV1",1.65939,3.19797,0.0582169,0.960838,2.58674,1.58676,0.259459,0.517348,0.610478,0.22523,-5.09861,-4.5692
"DENV1",1.50388,3.46763,0.128881,0.866605,4.95827,1.98331,0.433302,0.866605,0.109642,0.118528,-5.09504,-3.71167
"DENV1",1.30688,3.15418,0.136093,0.991653,5.2878,2.11512,0.495827,0.991653,0.0746625,0.0713377,-5.43396,-4.26053
"DENV1",1.17462,3.17331,0.0767819,0.991653,4.40178,1.98331,0.440178,0.880356,0.67437,0.25,-5.02662,-5.53124
"DENV1",1.40106,3.63965,0.067942,0.673348,4.47967,1.56089,0.336674,0.673348,1,0.243152,-4.28779,-4.803
"DENV1",1.59817,3.304,0.051786,0.844076,2.57806,1.4518,0.254016,0.520055,0.778943,0.189806,-6.10411,-4.93477
"DENV1",1.27051,3.18426,0.102379,0.991643,4.42515,1.79901,0.442483,0.905746,0.368721,0.249996,-5.39782,-4.91029
"DENV1",1.39619,3.09137,0.0870615,0.99165,3.86857,1.98331,0.375258,0.743137,0.971279,0.157406,-5.11209,-4.62693
"DENV1",1.1947,3.16677,0.110824,0.991653,5.06804,2.02722,0.495827,0.991653,0.14787,0.133538,-6.18273,-5.00477
"DENV1",1.2776,3.19126,0.129858,0.991653,5.16708,2.06683,0.495827,0.991653,0.12237,0.110912,-5.61774,-4.54399
"DENV1",1.27335,3.11226,0.133781,0.968744,4.95827,1.98331,0.484372,0.968744,0.0766732,0.0840361,-5.18836,-4.46293
"DENV1",1.42001,3.1877,0.0972897,0.991653,4.42244,1.98331,0.395988,0.791976,0.0542432,0.087812,-5.31023,-4.40922
"DENV1",1.24157,3.0453,0.136239,0.982582,4.95827,1.98331,0.491291,0.982582,0.0701539,0.0736816,-5.72071,-4.5586
"DENV1",1.51539,3.238,0.099798,0.950398,3.86197,1.98331,0.373594,0.747188,1,0.147635,-4.78463,-4.06437
"DENV1",1.29119,3.33482,0.0940434,0.881292,4.95736,1.7984,0.437871,0.818087,0.999999,0.19825,-4.27176,-4.77646
"DENV1",1.3377,3.21053,0.112844,0.991653,4.52041,1.98331,0.452041,0.904082,0.576147,0.25,-4.67592,-4.4206
"DENV1",1.2102,3.1204,0.0993551,0.991653,4.60556,1.98331,0.460556,0.921112,0.611721,0.25,-4.40171,-5.12351
"DENV1",1.38844,3.33503,0.134247,0.95633,4.95827,1.98331,0.478165,0.95633,0.0913674,0.0961196,-5.56273,-3.98222
"DENV1",1.27193,3.13651,0.13724,0.991653,5.20186,2.08074,0.495827,0.991653,0.149407,0.119952,-5.50727,-4.60565
